Name,Chromosome,Start,End,prom_length,GC
UBA2,4,1256876,1257277,401,0.3640897755610973
YDR391C,4,1258067,1258653,586,0.40102389078498296
SPT3,4,1258066,1258652,586,0.3993174061433447
SHE9,4,1259838,1259874,36,0.4166666666666667
RPT3,4,1261436,1261587,151,0.40397350993377484
SXM1,4,1263053,1263207,154,0.36363636363636365
NCB2,4,1266962,1267414,452,0.4004424778761062
UTP5,4,1266961,1267413,452,0.4004424778761062
HPT1,4,1269507,1269998,491,0.3564154786150713
URH1,4,1270838,1271035,197,0.4365482233502538
DIT1,4,1274688,1275388,700,0.35285714285714287
RPB7,4,1277361,1277593,232,0.3577586206896552
MRP20,4,1277360,1277592,232,0.3577586206896552
TRS120,4,1288017,1288043,26,0.2692307692307692
ADE8,4,1288905,1289381,476,0.36554621848739494
SIZ1,4,1288904,1289380,476,0.36554621848739494
STE14,4,1293139,1293305,166,0.3253012048192771
DFM1,4,1294444,1294644,200,0.36
RRP17,4,1294443,1294643,200,0.355
ERD1,4,1296883,1296943,60,0.2833333333333333
YDR415C,4,1298215,1298361,146,0.2945205479452055
SYF1,4,1298214,1298360,146,0.3013698630136986
RPL12B,4,1301042,1301581,539,0.4044526901669759
RAD30,4,1302468,1303168,700,0.30142857142857143
HKR1,4,1305406,1305892,486,0.3395061728395062
ARO80,4,1311756,1311974,218,0.28440366972477066
SIP1,4,1317829,1317993,164,0.3353658536585366
CAD1,4,1319241,1319338,97,0.3917525773195876
DYN2,4,1319867,1319981,114,0.42105263157894735
SNX41,4,1319866,1319980,114,0.42105263157894735
RPN9,4,1321956,1322172,216,0.3194444444444444
BNA7,4,1324272,1324360,88,0.3181818181818182
TIF35,4,1325319,1325444,125,0.376
CYM1,4,1328552,1328755,203,0.30049261083743845
NPL3,4,1328551,1328754,203,0.30049261083743845
YDR433W,4,1328551,1328754,203,0.30049261083743845
GPI17,4,1330440,1331140,700,0.32142857142857145
PPM1,4,1333981,1334681,700,0.46285714285714286
PPZ2,4,1333988,1334688,700,0.4614285714285714
GPI19,4,1337113,1337284,171,0.3742690058479532
THI74,4,1337113,1337284,171,0.3742690058479532
LRS4,4,1339480,1339588,108,0.2777777777777778
DOT1,4,1341705,1342405,700,0.37285714285714283
APT2,4,1345201,1345377,176,0.3068181818181818
YDR442W,4,1345376,1345632,256,0.47265625
SSN2,4,1350025,1350205,180,0.37222222222222223
YDR444W,4,1350024,1350204,180,0.37222222222222223
RPS17B,4,1355583,1355973,390,0.3769230769230769
ADA2,4,1355582,1355972,390,0.3769230769230769
UTP6,4,1358943,1359643,700,0.33714285714285713
RPS18A,4,1359201,1359901,700,0.37
YHP1,4,1362234,1362740,506,0.4031620553359684
PPN1,4,1362233,1362739,506,0.4031620553359684
TSA2,4,1365730,1366161,431,0.4037122969837587
GUK1,4,1366843,1367435,592,0.36824324324324326
NHX1,4,1366842,1367434,592,0.36655405405405406
TOM1,4,1369491,1369660,169,0.3609467455621302
HEH2,4,1382080,1382152,72,0.2916666666666667
PFA5,4,1383545,1383671,126,0.3333333333333333
TFB3,4,1383670,1383690,20,0.45
MFA1,4,1383544,1383670,126,0.3412698412698413
MRPL28,4,1385787,1386020,233,0.41630901287553645
STP1,4,1386643,1386775,132,0.3484848484848485
SPP41,4,1388577,1388748,171,0.2807017543859649
RMT2,4,1394617,1395026,409,0.38875305623471884
PKH3,4,1394616,1395025,409,0.38875305623471884
YDR467C,4,1398643,1398794,151,0.33774834437086093
TLG1,4,1398794,1398975,181,0.3149171270718232
SDC1,4,1398793,1398974,181,0.32044198895027626
UGO1,4,1401305,1401745,440,0.3840909090909091
RPL27B,4,1401304,1401744,440,0.38181818181818183
TRS31,4,1402680,1403256,576,0.3194444444444444
PRP3,4,1405922,1406622,700,0.33714285714285713
JIP4,4,1410192,1410251,59,0.288135593220339
YDR476C,4,1411145,1411845,700,0.42428571428571427
SNF1,4,1411378,1412078,700,0.4257142857142857
SNM1,4,1414410,1414554,144,0.3194444444444444
PEX29,4,1416922,1417341,419,0.3532219570405728
DIG2,4,1416921,1417340,419,0.35083532219570407
PHO8,4,1420298,1420327,29,0.41379310344827586
CWC21,4,1420852,1421131,279,0.34050179211469533
KRE2,4,1420851,1421130,279,0.34050179211469533
VPS52,4,1422596,1422720,124,0.28225806451612906
VPS72,4,1427228,1427287,59,0.3389830508474576
VPS60,4,1428129,1428250,121,0.32231404958677684
RIB3,4,1429033,1429733,700,0.48857142857142855
PAC11,4,1430800,1430999,199,0.3316582914572864
SLD5,4,1430799,1430998,199,0.33668341708542715
PKH1,4,1434353,1434770,417,0.38369304556354916
IZH1,4,1434352,1434769,417,0.38369304556354916
MZM1,4,1435942,1436115,173,0.3179190751445087
RSM28,4,1436689,1436896,207,0.36231884057971014
VPS3,4,1441209,1441359,150,0.32
PUF6,4,1443431,1443604,173,0.3236994219653179
ITR1,4,1445542,1445793,251,0.4262948207171315
SEC20,4,1447029,1447729,700,0.36
LCD1,4,1447112,1447812,700,0.3585714285714286
RPL37B,4,1450874,1451236,362,0.34806629834254144
PLM2,4,1450873,1451235,362,0.34806629834254144
SAM2,4,1454512,1454834,322,0.38509316770186336
LPP1,4,1455931,1456085,154,0.3246753246753247
SPG3,4,1459451,1459494,43,0.3023255813953488
PSP1,4,1459494,1460194,700,0.46285714285714286
YDR506C,4,1461593,1462176,583,0.33104631217838765
GIN4,4,1465824,1466436,612,0.3415032679738562
GNP1,4,1468488,1469188,700,0.4
SMT3,4,1468635,1469335,700,0.43714285714285717
ACN9,4,1469846,1469991,145,0.4068965517241379
EMI1,4,1470833,1470995,162,0.4444444444444444
GRX2,4,1470832,1470994,162,0.4506172839506173
YDR514C,4,1473060,1473202,142,0.323943661971831
SLF1,4,1473059,1473201,142,0.31690140845070425
EMI2,4,1476528,1477166,638,0.46394984326018807
GRH1,4,1476527,1477165,638,0.46238244514106586
EUG1,4,1478459,1478582,123,0.34959349593495936
FPR2,4,1480210,1480416,206,0.35436893203883496
URC2,4,1483485,1484185,700,0.3342857142857143
SPS1,4,1487033,1487260,227,0.28634361233480177
AGE1,4,1489060,1489281,221,0.3031674208144796
RBA50,4,1490559,1491058,499,0.37074148296593185
HLR1,4,1493570,1494270,700,0.3657142857142857
QCR7,4,1496585,1496644,59,0.3220338983050847
APA2,4,1497775,1498182,407,0.36855036855036855
CAB1,4,1497774,1498181,407,0.371007371007371
KRE28,4,1500586,1501286,700,0.33285714285714285
HSP31,4,1502188,1502888,700,0.35428571428571426
YDR535C,4,1507627,1507950,323,0.4086687306501548
STL1,4,1507626,1507949,323,0.4086687306501548
PAD1,4,1510140,1510840,700,0.37714285714285717
FDC1,4,1511865,1512053,188,0.35638297872340424
IRC4,4,1517779,1518479,700,0.36142857142857143
YDR541C,4,1520881,1521581,700,0.34285714285714286
IRC22,5,151017,151717,700,0.3171428571428571
WBP1,5,150064,150204,140,0.34285714285714286
GIM4,5,148090,148164,74,0.2702702702702703
YEA4,5,146790,146917,127,0.33858267716535434
VAB2,5,146791,146918,127,0.33858267716535434
YEA6,5,144033,144293,260,0.3076923076923077
YEL007W,5,141260,141497,237,0.3881856540084388
YEL008W,5,140333,140399,66,0.2727272727272727
GCN4,5,140334,140400,66,0.2878787878787879
GLC3,5,132659,133088,429,0.44755244755244755
UBC8,5,131009,131676,667,0.3748125937031484
VAC8,5,128361,128575,214,0.308411214953271
EDC3,5,126400,126595,195,0.3384615384615385
NPP2,5,126401,126596,195,0.3333333333333333
GTT3,5,122963,123615,652,0.4340490797546012
EAF5,5,121324,121466,142,0.3873239436619718
MMS21,5,121325,121467,142,0.3873239436619718
URA3,5,115872,116133,261,0.36015325670498083
GEA2,5,111111,111336,225,0.3022222222222222
YEL023C,5,111112,111337,225,0.3022222222222222
RIP1,5,106932,107158,226,0.43805309734513276
YEL025C,5,106933,107159,226,0.4424778761061947
SNU13,5,101503,101852,349,0.2922636103151863
VMA3,5,100005,100705,700,0.32285714285714284
YEL028W,5,97860,98073,213,0.3333333333333333
BUD16,5,97861,98074,213,0.3286384976525822
ECM10,5,94006,94208,202,0.29207920792079206
SPF1,5,90035,90226,191,0.39790575916230364
MCM3,5,86267,86885,618,0.3737864077669903
HYP2,5,85439,85622,183,0.3989071038251366
ANP1,5,84697,85397,700,0.43714285714285717
RAD23,5,82762,82966,204,0.3431372549019608
UTR4,5,80148,80442,294,0.4557823129251701
CYC7,5,80149,80443,294,0.45918367346938777
UTR2,5,77584,78036,452,0.37168141592920356
YEF1,5,75470,75664,194,0.3917525773195876
GDA1,5,73439,73614,175,0.28
YEL043W,5,70370,70440,70,0.22857142857142856
IES6,5,69050,69750,700,0.4742857142857143
GLY1,5,68894,69594,700,0.46285714285714286
YEL047C,5,66821,67043,222,0.36486486486486486
TCA17,5,65178,65397,219,0.2511415525114155
PAU2,5,62672,63372,700,0.35285714285714287
RML2,5,60902,61602,700,0.33285714285714285
VMA8,5,58168,58330,162,0.35802469135802467
AFG1,5,56184,56535,351,0.33903133903133903
MAK10,5,56185,56536,351,0.33903133903133903
RPL12A,5,53245,53818,573,0.4293193717277487
POL5,5,51594,52294,700,0.3657142857142857
HAT2,5,46404,47104,700,0.3628571428571429
YEL057C,5,45853,46553,700,0.38
PCM1,5,42676,43225,549,0.43169398907103823
HHY1,5,42343,42461,118,0.3559322033898305
PRB1,5,42008,42344,336,0.5029761904761905
CIN8,5,39661,39805,144,0.4097222222222222
NPR2,5,33696,34393,697,0.34146341463414637
CAN1,5,33697,34394,697,0.34146341463414637
AVT2,5,31272,31403,131,0.3511450381679389
SIT1,5,27282,27625,343,0.41690962099125367
HPA3,5,26004,26643,639,0.41784037558685444
YEL067C,5,26933,27283,350,0.4542857142857143
YEL068C,5,26005,26644,639,0.41784037558685444
DLD3,5,15618,16318,700,0.38285714285714284
RMD6,5,12889,13589,700,0.38142857142857145
MNN1,5,152770,153470,700,0.4057142857142857
NOP16,5,156053,156753,700,0.29
PMI40,5,159149,159572,423,0.4160756501182033
FMP52,5,159148,159571,423,0.4160756501182033
YND1,5,159804,160504,700,0.43
NUG1,5,162560,162683,123,0.34959349593495936
PAC2,5,164344,164505,161,0.22981366459627328
SEC3,5,171886,172079,193,0.38341968911917096
NTF2,5,171885,172078,193,0.37823834196891193
YER010C,5,173361,174061,700,0.34
TIR1,5,174493,175193,700,0.41714285714285715
PRE1,5,177063,177763,700,0.40285714285714286
PRP22,5,178559,178817,258,0.3449612403100775
HEM14,5,182273,182545,272,0.3235294117647059
FAA2,5,184333,184518,185,0.4594594594594595
BIM1,5,187556,188256,700,0.38
AFG3,5,191884,192417,533,0.5384615384615384
SPC25,5,192679,193379,700,0.44285714285714284
ISC1,5,191883,192416,533,0.5365853658536586
GPA2,5,194590,195100,510,0.4137254901960784
RPN3,5,196687,196916,229,0.3537117903930131
SRB4,5,198644,198783,139,0.3669064748201439
PRO3,5,200973,201047,74,0.32432432432432434
YAT2,5,202004,202161,157,0.3057324840764331
GCD11,5,205025,205196,171,0.3567251461988304
CHO1,5,208505,208742,237,0.3670886075949367
GAL83,5,210315,210636,321,0.40186915887850466
MIG3,5,211941,212483,542,0.36900369003690037
SMB1,5,213243,213424,181,0.32044198895027626
CHZ1,5,213242,213423,181,0.32044198895027626
YPT31,5,214782,215004,222,0.3963963963963964
FIR1,5,214781,215003,222,0.4009009009009009
ZRG8,5,221502,221828,326,0.3895705521472393
YER034W,5,221501,221827,326,0.3895705521472393
EDC2,5,221863,222563,700,0.4642857142857143
ARB1,5,225229,225868,639,0.3302034428794992
PHM8,5,225228,225867,639,0.3317683881064163
KRE29,5,228262,228348,86,0.2558139534883721
HVG1,5,229498,229713,215,0.40930232558139534
GLN3,5,229497,229712,215,0.40930232558139534
YEN1,5,232246,232399,153,0.3137254901960784
MXR1,5,234907,234908,1,1.0
SAH1,5,237143,237445,302,0.36423841059602646
ERG28,5,238063,238142,79,0.2911392405063291
ACA1,5,241717,242417,700,0.3842857142857143
SPO73,5,242376,243076,700,0.41285714285714287
SAP1,5,246702,246861,159,0.3333333333333333
CAJ1,5,248234,248934,700,0.36142857142857143
TPA1,5,251333,251645,312,0.3557692307692308
RSM18,5,254434,254642,208,0.3076923076923077
JHD1,5,254433,254641,208,0.3125
HOM3,5,258038,258594,556,0.35431654676258995
PIC2,5,259737,260437,700,0.36
GIP2,5,264142,264808,666,0.4174174174174174
HIS1,5,265824,266391,567,0.36331569664902996
FCY2,5,268200,268900,700,0.3557142857142857
HMF1,5,271169,271736,567,0.36860670194003525
PET117,5,271168,271735,567,0.37037037037037035
PCL6,5,272206,272441,235,0.3659574468085106
FCY21,5,273957,274437,480,0.3458333333333333
CEM1,5,279666,279755,89,0.3146067415730337
HOR2,5,280810,281510,700,0.4257142857142857
THO1,5,280948,281648,700,0.44285714285714284
YER064C,5,284306,285006,700,0.40714285714285714
ICL1,5,287235,287935,700,0.35714285714285715
RRT13,5,288649,289349,700,0.3657142857142857
RGI1,5,291287,291987,700,0.38857142857142857
MOT2,5,292640,292966,326,0.3619631901840491
ARG5_6,5,294923,295345,422,0.35545023696682465
RNR1,5,298210,298910,700,0.36
YER071C,5,302336,302788,452,0.34292035398230086
VTC1,5,302335,302787,452,0.34292035398230086
ALD5,5,303339,303951,612,0.3758169934640523
RPS24A,5,305864,306296,432,0.41898148148148145
PTP3,5,311361,312061,700,0.46
YER076C,5,313638,314338,700,0.3242857142857143
YER077C,5,316561,316723,162,0.2962962962962963
ICP55,5,318541,318841,300,0.37333333333333335
YER079W,5,318540,318840,300,0.37666666666666665
AIM9,5,319677,319934,257,0.35019455252918286
SER3,5,321957,322657,700,0.3414285714285714
UTP7,5,325990,326131,141,0.3049645390070922
GET2,5,327049,327500,451,0.45454545454545453
YER085C,5,328218,328413,195,0.3230769230769231
ILV1,5,328217,328412,195,0.31794871794871793
AIM10,5,330345,330537,192,0.3125
DOT6,5,335277,335873,596,0.4966442953020134
PTC2,5,337657,337885,228,0.32894736842105265
TRP2,5,337656,337884,228,0.32894736842105265
MET6,5,342237,342846,609,0.39901477832512317
IES5,5,342236,342845,609,0.39901477832512317
TSC11,5,347672,347833,161,0.2981366459627329
PUP3,5,349436,349934,498,0.44779116465863456
RAD51,5,349435,349933,498,0.4457831325301205
SHC1,5,351413,351580,167,0.41916167664670656
UBP9,5,354583,355283,700,0.39285714285714285
PRS2,5,359092,359468,376,0.40691489361702127
UBC6,5,359091,359467,376,0.40425531914893614
AST2,5,361847,362547,700,0.4014285714285714
RPS8B,5,362392,363092,700,0.41
SSA4,5,363765,364401,636,0.3490566037735849
RTT105,5,366644,366783,139,0.39568345323741005
NUP157,5,372034,372734,700,0.31
GLE2,5,374732,374881,149,0.30201342281879195
FLO8,5,377793,378493,700,0.4328571428571429
KAP123,5,382215,382513,298,0.30201342281879195
SWI4,5,386193,386893,700,0.3442857142857143
LSM4,5,386443,387143,700,0.3457142857142857
TMN3,5,390140,390289,149,0.2751677852348993
BOI2,5,394025,394180,155,0.36774193548387096
SPR6,5,395088,395788,700,0.40714285714285714
SLX8,5,396272,396749,477,0.4109014675052411
RPL23B,5,396271,396748,477,0.4109014675052411
SHO1,5,399245,399398,153,0.38562091503267976
AVT6,5,400868,401101,233,0.40772532188841204
SCS2,5,400867,401100,233,0.40772532188841204
YER121W,5,401970,402196,226,0.2920353982300885
GLO3,5,404425,404625,200,0.3
YCK3,5,404424,404624,200,0.3
DSE1,5,409099,409696,597,0.35510887772194305
RSP5,5,409098,409695,597,0.35678391959798994
NSA2,5,414206,414464,258,0.3643410852713178
LCP5,5,414205,414463,258,0.3643410852713178
YER128W,5,415672,415853,181,0.3425414364640884
SAK1,5,416610,416772,162,0.36419753086419754
YER130C,5,422513,423213,700,0.43142857142857144
RPS26B,5,422835,423535,700,0.3871428571428571
PMD1,5,430897,431597,700,0.3485714285714286
GLC7,5,431725,432425,700,0.35285714285714287
YER134C,5,437843,438543,700,0.34285714285714286
GDI1,5,438820,439520,700,0.3757142857142857
YER137C,5,441839,442366,527,0.49335863377609107
RTR1,5,451354,451521,167,0.3473053892215569
YER140W,5,451353,451520,167,0.3473053892215569
COX15,5,452713,453413,700,0.37714285714285717
MAG1,5,456060,456279,219,0.3515981735159817
DDI1,5,456059,456278,219,0.3561643835616438
UBP5,5,460232,460398,166,0.39156626506024095
FTR1,5,461761,462461,700,0.46714285714285714
LSM5,5,461843,462543,700,0.4714285714285714
SCC4,5,464908,465110,202,0.3316831683168317
SPT15,5,464907,465109,202,0.3316831683168317
PEA2,5,467527,468227,700,0.4185714285714286
SPI1,5,467634,468334,700,0.4157142857142857
UBP3,5,472498,472605,107,0.3364485981308411
YER152C,5,474046,474746,700,0.56
PET122,5,474813,475000,187,0.48128342245989303
OXA1,5,474812,474999,187,0.48128342245989303
BEM2,5,483122,483212,90,0.43333333333333335
YER156C,5,484357,484768,411,0.3722627737226277
COG3,5,484356,484767,411,0.3722627737226277
YER158C,5,490858,491398,540,0.44074074074074077
BUR6,5,492141,492841,700,0.35714285714285715
SPT2,5,500395,500522,127,0.25984251968503935
RAD4,5,502929,502982,53,0.3584905660377358
YER163C,5,503790,504490,700,0.3985714285714286
CHD1,5,504393,505093,700,0.3557142857142857
PAB1,5,509893,510230,337,0.314540059347181
DNF1,5,512231,512381,150,0.29333333333333333
BCK2,5,517548,517925,377,0.3660477453580902
CCA1,5,522706,523134,428,0.36682242990654207
RPH1,5,522705,523133,428,0.36682242990654207
ADK2,5,525224,525924,700,0.4
RAD3,5,526268,526968,700,0.37714285714285717
BRR2,5,536090,536286,196,0.3010204081632653
RAD24,5,536089,536285,196,0.3010204081632653
GRX4,5,539297,539494,197,0.3553299492385787
TMT1,5,540382,541082,700,0.32285714285714284
ECM32,5,541574,541647,73,0.2876712328767123
BMH1,5,545168,545567,399,0.45363408521303256
PDA1,5,546443,546788,345,0.3565217391304348
DMC1,5,548212,548821,609,0.35139573070607555
ISC10,5,551146,551148,2,0.0
YER181C,5,552408,552490,82,0.36585365853658536
FMP10,5,552407,552489,82,0.36585365853658536
FAU1,5,553970,554670,700,0.36142857142857143
YER184C,5,559058,559310,252,0.42857142857142855
PUG1,5,559057,559309,252,0.42857142857142855
YER186C,5,562810,563510,700,0.33
YER187W,5,564858,565558,700,0.35285714285714287
YER188W,5,567195,567895,700,0.38571428571428573
DEG1,6,146949,147093,144,0.3472222222222222
SPB4,6,146950,147094,144,0.3541666666666667
MSH4,6,135842,136542,700,0.3442857142857143
VTC2,6,131197,131719,522,0.37547892720306514
SEC4,6,129989,130196,207,0.391304347826087
BLM10,6,123208,123349,141,0.41843971631205673
SMC1,6,118687,119387,700,0.31142857142857144
CDC4,6,115771,115952,181,0.39226519337016574
WWM1,6,115772,115953,181,0.3867403314917127
YFL012W,6,109962,110585,623,0.3306581059390048
IES1,6,109963,110586,623,0.3290529695024077
HSP12,6,106496,107196,700,0.44142857142857145
MDJ1,6,106317,107017,700,0.44
GNA1,6,104476,104598,122,0.30327868852459017
LPD1,6,103206,103678,472,0.3665254237288136
PAU5,6,99714,100414,700,0.38
GAT1,6,95227,95927,700,0.4657142857142857
FRS2,6,95056,95756,700,0.40714285714285714
BUD27,6,90750,90978,228,0.3991228070175439
EPL1,6,90751,90979,228,0.3991228070175439
BST1,6,87297,87471,174,0.3333333333333333
STE2,6,81926,82080,154,0.3051948051948052
GYP8,6,81927,82081,154,0.3116883116883117
CAF16,6,80235,80332,97,0.32989690721649484
CAK1,6,79215,79270,55,0.3090909090909091
AGX1,6,76560,76730,170,0.5058823529411764
HAC1,6,74646,75112,466,0.3497854077253219
RIM15,6,74647,75113,466,0.3497854077253219
YFL034W,6,64973,65306,333,0.32732732732732733
RPO41,6,57933,58545,612,0.3366013071895425
TUB2,6,56020,56270,250,0.396
YPT1,6,56021,56271,250,0.396
ACT1,6,54816,55256,440,0.36818181818181817
FET5,6,48985,49116,131,0.3282442748091603
YFL042C,6,47768,47890,122,0.4344262295081967
OTU1,6,45579,45630,51,0.27450980392156865
SEC53,6,44467,45167,700,0.39714285714285713
FMP32,6,42637,42791,154,0.2727272727272727
RGD2,6,40201,40412,211,0.26540284360189575
EMP47,6,40202,40413,211,0.26540284360189575
SWP82,6,36630,36771,141,0.28368794326241137
ALR2,6,36631,36772,141,0.2765957446808511
YFL052W,6,27506,28206,700,0.40714285714285714
YFL054C,6,22852,23552,700,0.37857142857142856
AGP3,6,16116,16680,564,0.35815602836879434
AAD6,6,16117,16681,564,0.3599290780141844
AAD16,6,16117,16681,564,0.3599290780141844
LOC1,6,148492,149077,585,0.2564102564102564
NIC96,6,149798,149999,201,0.3283582089552239
YPI1,6,153179,153347,168,0.39285714285714285
RPN11,6,153178,153346,168,0.39285714285714285
SAD1,6,155893,156120,227,0.3788546255506608
YFR006W,6,155892,156119,227,0.3788546255506608
YFH7,6,158578,159278,700,0.34285714285714286
FAR7,6,160425,160491,66,0.4090909090909091
GCN20,6,161730,162430,700,0.32
UBP6,6,164812,164998,186,0.3225806451612903
AIM13,6,167290,167977,687,0.2954876273653566
IOC3,6,169542,169865,323,0.34674922600619196
CMK1,6,173927,174126,199,0.4120603015075377
GSY1,6,176479,176999,520,0.4596153846153846
YFR016C,6,180780,181480,700,0.36142857142857143
YFR017C,6,182974,183674,700,0.5042857142857143
YFR018C,6,184275,184493,218,0.43119266055045874
FAB1,6,184274,184492,218,0.43577981651376146
YFR020W,6,191567,192267,700,0.3742857142857143
ATG18,6,194017,194717,700,0.37
ROG3,6,196420,196545,125,0.312
PES4,6,199592,200292,700,0.33285714285714285
HIS2,6,204774,205474,700,0.35428571428571426
ULI1,6,207241,207435,194,0.37628865979381443
ECO1,6,207240,207434,194,0.37628865979381443
CDC14,6,210126,210826,700,0.37142857142857144
PTR3,6,210172,210872,700,0.3757142857142857
MET10,6,213044,213225,181,0.44751381215469616
SMC2,6,220145,220437,292,0.3561643835616438
QCR6,6,224875,225575,700,0.5714285714285714
PHO4,6,225985,225993,8,0.5
YFR035C,6,226465,226599,134,0.3880597014925373
CDC26,6,226598,226940,342,0.3742690058479532
RSC8,6,229216,229362,146,0.3424657534246575
IRC5,6,229215,229361,146,0.3493150684931507
YFR039C,6,233673,233942,269,0.3271375464684015
SAP155,6,233672,233941,269,0.32342007434944237
ERJ5,6,238278,238413,135,0.23703703703703705
KEG1,6,238277,238412,135,0.23703703703703705
IRC6,6,239858,239923,65,0.3384615384615385
DUG1,6,241455,241934,479,0.3465553235908142
YFR045W,6,241454,241933,479,0.3465553235908142
CNN1,6,244160,244198,38,0.34210526315789475
BNA6,6,245192,245892,700,0.37714285714285717
RMD8,6,245393,246093,700,0.35285714285714287
YMR31,6,248176,248360,184,0.3423913043478261
PRE4,6,249919,250086,167,0.32335329341317365
RET2,6,251828,252478,650,0.38769230769230767
RPN12,6,251827,252477,650,0.38769230769230767
HXK1,6,255153,255853,700,0.4114285714285714
IRC7,6,263469,264169,700,0.35714285714285715
ERG26,7,496566,497056,490,0.25918367346938775
ERP6,7,494276,494491,215,0.39069767441860465
CDH1,7,494277,494492,215,0.39069767441860465
RPN14,7,491960,492285,325,0.3415384615384615
COG7,7,490576,490659,83,0.3493975903614458
BRP1,7,482901,483222,321,0.3364485981308411
PMA1,7,482902,483223,321,0.3364485981308411
LEU1,7,478723,479418,695,0.381294964028777
YGL010W,7,475271,475487,216,0.3888888888888889
SCL1,7,475272,475488,216,0.3888888888888889
ERG4,7,472441,472817,376,0.3962765957446808
PDR1,7,472442,472818,376,0.3962765957446808
PUF4,7,465093,465719,626,0.35782747603833864
KAP122,7,461439,461609,170,0.3176470588235294
ATE1,7,459698,459833,135,0.3111111111111111
JAC1,7,459699,459834,135,0.3111111111111111
CKB1,7,457929,458079,150,0.36666666666666664
GET1,7,457930,458080,150,0.36666666666666664
ALK1,7,454641,454829,188,0.28191489361702127
STT3,7,452144,452338,194,0.42783505154639173
PIB2,7,452145,452339,194,0.42783505154639173
PGD1,7,449994,450069,75,0.41333333333333333
TRP5,7,448553,448706,153,0.3137254901960784
CWH41,7,446156,446330,174,0.3505747126436782
SCW11,7,443076,443550,474,0.36075949367088606
CGR1,7,439738,440020,282,0.3617021276595745
RPL30,7,438437,439032,595,0.4050420168067227
RPL24A,7,438438,439033,595,0.4050420168067227
AGA2,7,436969,437355,386,0.3393782383419689
MIG1,7,433178,433878,700,0.43
YGL036W,7,428034,428525,491,0.35845213849287166
PNC1,7,428035,428526,491,0.3564154786150713
OCH1,7,426852,427154,302,0.4205298013245033
YGL039W,7,423145,423845,700,0.3628571428571429
HEM2,7,420631,421331,700,0.3628571428571429
YGL041C,7,419246,419318,72,0.4027777777777778
DST1,7,417261,417460,199,0.3768844221105528
RNA15,7,417262,417461,199,0.3768844221105528
RIM8,7,413093,413793,700,0.4614285714285714
ALG13,7,411313,411468,155,0.32903225806451614
RPT6,7,411314,411469,155,0.33548387096774196
TIF4632,7,409774,409973,199,0.39195979899497485
TYW3,7,405049,405749,700,0.3514285714285714
PRM8,7,401789,402489,700,0.3242857142857143
ERV14,7,401349,402049,700,0.3357142857142857
OLE1,7,397865,398565,700,0.45714285714285713
SDS23,7,397716,398416,700,0.44571428571428573
GEP7,7,395848,395956,108,0.3055555555555556
RAD6,7,393846,393925,79,0.3291139240506329
PKP2,7,392078,392187,109,0.3944954128440367
YBP2,7,389783,389934,151,0.3443708609271523
DUO1,7,389784,389935,151,0.3443708609271523
PYC1,7,384454,385154,700,0.5028571428571429
PUS2,7,383211,383459,248,0.3185483870967742
MRH4,7,383212,383460,248,0.3185483870967742
ALG2,7,381316,381468,152,0.3355263157894737
SGF73,7,377292,377417,125,0.336
NPY1,7,375780,376017,237,0.3291139240506329
MNP1,7,374851,375039,188,0.3776595744680851
RPB9,7,374852,375040,188,0.3776595744680851
AFT1,7,371310,371553,243,0.5061728395061729
HSF1,7,368397,368676,279,0.3763440860215054
MPS2,7,368398,368677,279,0.3763440860215054
RPL7A,7,366018,366689,671,0.3323397913561848
HNM1,7,364053,364226,173,0.3179190751445087
DBP3,7,361929,362141,212,0.32075471698113206
KXD1,7,359288,359410,122,0.3114754098360656
FMP37,7,357899,358599,700,0.4014285714285714
YGL081W,7,357108,357276,168,0.3392857142857143
YGL082W,7,355613,355736,123,0.42276422764227645
SCY1,7,352349,352989,640,0.325
GUP1,7,352350,352990,640,0.325
LCL3,7,349439,349574,135,0.25925925925925924
MAD1,7,346939,347167,228,0.3508771929824561
MMS2,7,346940,347168,228,0.35526315789473684
MF(ALPHA)2,7,344964,345259,295,0.39322033898305087
LIF1,7,343089,343286,197,0.3299492385786802
NBP35,7,343090,343287,197,0.3350253807106599
NUP145,7,337676,337807,131,0.33587786259541985
SPC105,7,334659,334814,155,0.3419354838709677
PAN2,7,334660,334815,155,0.33548387096774196
VPS45,7,330674,330972,298,0.39932885906040266
TOS8,7,324554,325254,700,0.41714285714285715
SRM1,7,321034,321734,700,0.3742857142857143
USE1,7,316602,317291,689,0.3555878084179971
LSG1,7,314370,314601,231,0.2987012987012987
SEH1,7,313086,313205,119,0.31932773109243695
YGL101W,7,312012,312164,152,0.3223684210526316
RPL28,7,310250,310950,700,0.3457142857142857
VPS73,7,310178,310878,700,0.3457142857142857
ARC1,7,307143,307413,270,0.28888888888888886
MLC1,7,306289,306537,248,0.3790322580645161
RMD9,7,306290,306538,248,0.3790322580645161
YGL108C,7,304106,304219,113,0.3185840707964602
CUE3,7,303424,303444,20,0.25
NSA1,7,299763,299933,170,0.34705882352941175
TAF6,7,299764,299934,170,0.3411764705882353
SLD3,7,295699,295901,202,0.35148514851485146
YGL114W,7,293086,293217,131,0.3893129770992366
SNF4,7,291738,291911,173,0.35260115606936415
CDC20,7,289394,289662,268,0.3582089552238806
YGL117W,7,287731,288431,700,0.34285714285714286
COQ8,7,283975,284389,414,0.32608695652173914
